target_method,graph_coverage,graph_coverage_info
org.jscience.mathematics.number.LargeInteger.valueOf.237,0.8888888888888888,"NodeCoverage [id=3, node[16,IFGE,line 238], decis={node[19,ICONST_0,line 238],node[17,ICONST_1,line 238]}, covered=true, coveredBranches={19,17}]
NodeCoverage [id=7, node[36,IF_ICMPLE,line 242], decis={node[92,ALOAD_3,line 253],node[37,ILOAD,line 243]}, covered=true, coveredBranches={37,92}]
NodeCoverage [id=9, node[38,IFEQ,line 243], decis={node[46,ALOAD_0,line 243],node[39,ALOAD_0,line 243]}, covered=true, coveredBranches={46}]
NodeCoverage [id=12, node[56,IF_ICMPGE,line 244], decis={node[68,ALOAD_3,line 247],node[57,ALOAD_3,line 245]}, covered=true, coveredBranches={68,57}]
NodeCoverage [id=18, node[98,IFNE,line 253], decis={node[103,ILOAD,line 257],node[99,IINC,line 254]}, covered=true, coveredBranches={99,103}]
NodeCoverage [id=20, node[101,IFGT,line 254], decis={node[92,ALOAD_3,line 253],node[102,GOTO,line 255]}, covered=true, coveredBranches={92,102}]
NodeCoverage [id=23, node[104,IFEQ,line 257], decis={node[109,ALOAD_3,line 258],node[105,ILOAD,line 257]}, covered=true, coveredBranches={109,105}]
NodeCoverage [id=25, node[106,IFGE,line 257], decis={node[109,ALOAD_3,line 258],node[107,ICONST_0,line 257]}, covered=true, coveredBranches={107}]
NodeCoverage [id=28, node[118,IFEQ,line 262], decis={node[131,ALOAD_3,line 266],node[119,ALOAD_3,line 263]}, covered=true, coveredBranches={119,131}]"
org.jscience.mathematics.number.LargeInteger.toByteArray.284,0.5625,"NodeCoverage [id=3, node[13,IFEQ,line 287], decis={node[104,ALOAD_0,line 307],node[14,ALOAD_0,line 288]}, covered=true, coveredBranches={104}]
NodeCoverage [id=6, node[37,IF_ICMPLE,line 291], decis={node[103,GOTO,line 306],node[38,ILOAD,line 292]}, covered=false, coveredBranches={}]
NodeCoverage [id=8, node[40,IF_ICMPGE,line 292], decis={node[53,LLOAD,line 296],node[41,ALOAD_1,line 293]}, covered=false, coveredBranches={}]
NodeCoverage [id=12, node[61,IF_ICMPGE,line 297], decis={node[69,LLOAD,line 297],node[62,ALOAD_0,line 297]}, covered=false, coveredBranches={}]
NodeCoverage [id=19, node[106,IFEQ,line 307], decis={node[173,ALOAD_1,line 322],node[107,ALOAD_0,line 308]}, covered=true, coveredBranches={107,173}]
NodeCoverage [id=22, node[118,IF_ICMPLE,line 309], decis={node[172,GOTO,line 321],node[119,ILOAD,line 310]}, covered=true, coveredBranches={172,119}]
NodeCoverage [id=24, node[121,IF_ICMPGE,line 310], decis={node[134,LLOAD,line 314],node[122,ALOAD_1,line 311]}, covered=true, coveredBranches={122,134}]
NodeCoverage [id=28, node[142,IF_ICMPGE,line 315], decis={node[148,LCONST_0,line 315],node[143,ALOAD_0,line 315]}, covered=true, coveredBranches={148,143}]"
org.jscience.mathematics.number.LargeInteger.isPowerOfTwo.470,0.5,"NodeCoverage [id=1, node[2,IFNE,line 470], decis={node[5,ALOAD_0,line 472],node[3,ICONST_0,line 471]}, covered=true, coveredBranches={3,5}]
NodeCoverage [id=5, node[14,IF_ICMPGE,line 473], decis={node[26,ALOAD_0,line 477],node[15,ALOAD_0,line 474]}, covered=true, coveredBranches={26}]
NodeCoverage [id=7, node[21,IFEQ,line 474], decis={node[24,IINC,line 473],node[22,ICONST_0,line 475]}, covered=false, coveredBranches={}]
NodeCoverage [id=13, node[42,IFNE,line 478], decis={node[45,ICONST_0,line 478],node[43,ICONST_1,line 478]}, covered=true, coveredBranches={45}]"
org.jscience.mathematics.number.LargeInteger.getLowestSetBit.488,1.0,"NodeCoverage [id=1, node[2,IFNE,line 488], decis={node[5,ICONST_0,line 490],node[3,ICONST_M1,line 489]}, covered=true, coveredBranches={3,5}]
NodeCoverage [id=5, node[15,IFNE,line 492], decis={node[17,ICONST_0,line 494],node[16,GOTO,line 493]}, covered=true, coveredBranches={17,16}]
NodeCoverage [id=9, node[26,IFEQ,line 495], decis={node[33,IINC,line 494],node[27,ILOAD_1,line 496]}, covered=true, coveredBranches={33,27}]"
org.jscience.mathematics.number.LargeInteger.times.617,0.07142857142857142,"NodeCoverage [id=1, node[4,IF_ICMPLE,line 617], decis={node[9,ALOAD_1,line 619],node[5,ALOAD_1,line 618]}, covered=true, coveredBranches={9}]
NodeCoverage [id=6, node[12,IF_ICMPGT,line 619], decis={node[18,ALOAD_1,line 621],node[13,ALOAD_0,line 620]}, covered=true, coveredBranches={13}]
NodeCoverage [id=12, node[21,IF_ICMPGE,line 621], decis={node[56,ALOAD_1,line 627],node[22,GETSTATIC,line 622]}, covered=false, coveredBranches={}]
NodeCoverage [id=18, node[49,IF_ICMPEQ,line 625], decis={node[52,ICONST_0,line 625],node[50,ICONST_1,line 625]}, covered=false, coveredBranches={}]
NodeCoverage [id=23, node[59,IF_ICMPGE,line 627], decis={node[137,ALOAD_1,line 644],node[60,ALOAD_1,line 628]}, covered=false, coveredBranches={}]
NodeCoverage [id=29, node[80,IF_ACMPNE,line 633], decis={node[83,ALOAD_1,line 633],node[81,ALOAD_3,line 633]}, covered=false, coveredBranches={}]
NodeCoverage [id=32, node[89,IF_ACMPNE,line 634], decis={node[92,ALOAD_1,line 634],node[90,ALOAD,line 634]}, covered=false, coveredBranches={}]
NodeCoverage [id=37, node[102,IF_ACMPNE,line 636], decis={node[105,ALOAD,line 636],node[103,ALOAD,line 636]}, covered=false, coveredBranches={}]
NodeCoverage [id=66, node[157,IF_ACMPNE,line 649], decis={node[160,ALOAD_1,line 649],node[158,ALOAD_3,line 649]}, covered=false, coveredBranches={}]
NodeCoverage [id=69, node[166,IF_ACMPNE,line 650], decis={node[169,ALOAD_1,line 650],node[167,ALOAD,line 650]}, covered=false, coveredBranches={}]
NodeCoverage [id=74, node[179,IF_ACMPNE,line 652], decis={node[182,ALOAD,line 652],node[180,ALOAD,line 652]}, covered=false, coveredBranches={}]
NodeCoverage [id=85, node[200,ALOAD,line 658], covered=false, coveredBranches={}]
NodeCoverage [id=90, node[202,ALOAD,line 659], covered=false, coveredBranches={}]
NodeCoverage [id=92, node[204,ALOAD,line 660], covered=false, coveredBranches={}]"
org.jscience.mathematics.number.LargeInteger.low.682,0.0,"NodeCoverage [id=4, node[15,IFLE,line 685], decis={node[32,GETSTATIC,line 691],node[16,ALOAD_0,line 686]}, covered=false, coveredBranches={}]
NodeCoverage [id=6, node[24,IFEQ,line 686], decis={node[30,IINC,line 685],node[25,ALOAD_2,line 687]}, covered=false, coveredBranches={}]"
org.jscience.mathematics.number.LargeInteger.divide.738,0.9,"NodeCoverage [id=1, node[3,IF_ICMPGT,line 738], decis={node[18,ALOAD_0,line 742],node[4,ALOAD_1,line 738]}, covered=true, coveredBranches={18,4}]
NodeCoverage [id=3, node[12,IFNE,line 738], decis={node[18,ALOAD_0,line 742],node[13,ALOAD_0,line 739]}, covered=true, coveredBranches={13,18}]
NodeCoverage [id=17, node[33,IFGT,line 745], decis={node[39,ALOAD,line 749],node[34,GETSTATIC,line 746]}, covered=true, coveredBranches={34,39}]
NodeCoverage [id=22, node[143,IF_ICMPEQ,line 773], decis={node[149,ICONST_0,line 773],node[144,ALOAD_2,line 773]}, covered=true, coveredBranches={149,144}]
NodeCoverage [id=24, node[146,IFEQ,line 773], decis={node[149,ICONST_0,line 773],node[147,ICONST_1,line 773]}, covered=true, coveredBranches={149,147}]
NodeCoverage [id=27, node[154,IFEQ,line 775], decis={node[158,ALOAD_3,line 775],node[155,ALOAD_3,line 775]}, covered=true, coveredBranches={158,155}]
NodeCoverage [id=47, node[63,IFLT,line 755], decis={node[94,ALOAD_3,line 761],node[64,ALOAD_3,line 756]}, covered=true, coveredBranches={64,94}]
NodeCoverage [id=54, node[75,IFLT,line 758], decis={node[126,GETSTATIC,line 770],node[76,NEW,line 759]}, covered=true, coveredBranches={126}]
NodeCoverage [id=72, node[96,IFEQ,line 761], decis={node[126,GETSTATIC,line 770],node[97,ALOAD_3,line 762]}, covered=true, coveredBranches={126,97}]
NodeCoverage [id=79, node[107,IFEQ,line 764], decis={node[126,GETSTATIC,line 770],node[108,NEW,line 765]}, covered=true, coveredBranches={126}]"
org.jscience.mathematics.number.LargeInteger.sqrt.857,0.06944444444444445,"NodeCoverage [id=2, node[2,IFEQ,line 857], decis={node[8,ALOAD_0,line 858],node[3,NEW,line 857]}, covered=true, coveredBranches={8,3}]
NodeCoverage [id=8, node[11,IFEQ,line 858], decis={node[14,ALOAD_0,line 859],node[12,GETSTATIC,line 858]}, covered=true, coveredBranches={12,14}]
NodeCoverage [id=12, node[17,IFEQ,line 859], decis={node[20,ALOAD_0,line 860],node[18,GETSTATIC,line 859]}, covered=true, coveredBranches={18}]
NodeCoverage [id=19, node[25,ALOAD_0,line 864], covered=false, coveredBranches={}]
NodeCoverage [id=23, node[26,ILOAD_1,line 864], covered=false, coveredBranches={}]
NodeCoverage [id=24, node[27,ICONST_1,line 864], covered=false, coveredBranches={}]
NodeCoverage [id=25, node[28,ISHR,line 864], covered=false, coveredBranches={}]
NodeCoverage [id=26, node[29,ILOAD_1,line 864], covered=false, coveredBranches={}]
NodeCoverage [id=27, node[30,ICONST_1,line 864], covered=false, coveredBranches={}]
NodeCoverage [id=28, node[31,IAND,line 864], covered=false, coveredBranches={}]
NodeCoverage [id=29, node[32,IADD,line 864], covered=false, coveredBranches={}]
NodeCoverage [id=30, node[33,INEG,line 864], covered=false, coveredBranches={}]
NodeCoverage [id=32, node[35,ASTORE_2,line 864], covered=false, coveredBranches={}]
NodeCoverage [id=33, node[36,ALOAD_2,line 866], covered=false, coveredBranches={}]
NodeCoverage [id=34, node[37,ALOAD_0,line 866], covered=false, coveredBranches={}]
NodeCoverage [id=35, node[38,ALOAD_2,line 866], covered=false, coveredBranches={}]
NodeCoverage [id=38, node[41,ICONST_M1,line 866], covered=false, coveredBranches={}]
NodeCoverage [id=40, node[43,ASTORE_3,line 866], covered=false, coveredBranches={}]
NodeCoverage [id=41, node[44,ALOAD_3,line 867], covered=false, coveredBranches={}]
NodeCoverage [id=42, node[45,ALOAD_2,line 867], covered=false, coveredBranches={}]
NodeCoverage [id=44, node[47,GETSTATIC,line 867], covered=false, coveredBranches={}]
NodeCoverage [id=46, node[49,IFNE,line 867], decis={node[68,ALOAD_3,line 873],node[50,ALOAD_0,line 868],node[71,ASTORE,line 876]}, covered=false, coveredBranches={}]
NodeCoverage [id=47, node[50,ALOAD_0,line 868], covered=false, coveredBranches={}]
NodeCoverage [id=48, node[51,ALOAD_3,line 868], covered=false, coveredBranches={}]
NodeCoverage [id=50, node[53,ALOAD_3,line 868], covered=false, coveredBranches={}]
NodeCoverage [id=52, node[55,IFEQ,line 868], decis={node[60,ALOAD_3,line 871],node[56,ALOAD_3,line 869],node[71,ASTORE,line 876]}, covered=false, coveredBranches={}]
NodeCoverage [id=53, node[56,ALOAD_3,line 869], covered=false, coveredBranches={}]
NodeCoverage [id=54, node[57,GETSTATIC,line 869], covered=false, coveredBranches={}]
NodeCoverage [id=56, node[59,ASTORE_3,line 869], covered=false, coveredBranches={}]
NodeCoverage [id=57, node[60,ALOAD_3,line 871], covered=false, coveredBranches={}]
NodeCoverage [id=59, node[62,CHECKCAST,line 871], covered=false, coveredBranches={}]
NodeCoverage [id=60, node[63,ASTORE,line 871], covered=false, coveredBranches={}]
NodeCoverage [id=63, node[68,ALOAD_3,line 873], covered=false, coveredBranches={}]
NodeCoverage [id=64, node[69,ASTORE_2,line 873], covered=false, coveredBranches={}]
NodeCoverage [id=65, node[70,GOTO,line 874], covered=false, coveredBranches={}]"
org.jscience.mathematics.number.LargeInteger.modPow.951,0.5671641791044776,"NodeCoverage [id=2, node[2,IFNE,line 951], decis={node[8,ALOAD_1,line 953],node[3,NEW,line 952]}, covered=true, coveredBranches={3,8}]
NodeCoverage [id=8, node[10,IFEQ,line 953], decis={node[60,ALOAD_1,line 970],node[11,INVOKESTATIC,line 954]}, covered=true, coveredBranches={11,60}]
NodeCoverage [id=11, node[13,ACONST_NULL,line 956], covered=true, coveredBranches={14}]
NodeCoverage [id=15, node[14,ASTORE_3,line 956], covered=true, coveredBranches={15}]
NodeCoverage [id=16, node[15,ALOAD_0,line 957], covered=true, coveredBranches={16}]
NodeCoverage [id=17, node[16,ALOAD_2,line 957], covered=true, coveredBranches={17}]
NodeCoverage [id=19, node[18,ASTORE,line 957], covered=true, coveredBranches={19}]
NodeCoverage [id=20, node[19,ALOAD_1,line 958], covered=true, coveredBranches={20}]
NodeCoverage [id=21, node[20,GETSTATIC,line 958], covered=true, coveredBranches={21}]
NodeCoverage [id=23, node[22,IFLT,line 958], decis={node[47,ALOAD_3,line 966],node[23,ALOAD_1,line 959],node[55,ASTORE,line 968]}, covered=true, coveredBranches={47,23}]
NodeCoverage [id=24, node[23,ALOAD_1,line 959], covered=true, coveredBranches={24}]
NodeCoverage [id=26, node[25,IFEQ,line 959], decis={node[36,ALOAD,line 963],node[26,ALOAD_3,line 960],node[55,ASTORE,line 968]}, covered=true, coveredBranches={26,36}]
NodeCoverage [id=27, node[26,ALOAD_3,line 960], covered=true, coveredBranches={27}]
NodeCoverage [id=28, node[27,IFNONNULL,line 960], decis={node[30,ALOAD_3,line 960],node[28,ALOAD,line 960],node[55,ASTORE,line 968]}, covered=true, coveredBranches={28,30}]
NodeCoverage [id=29, node[28,ALOAD,line 960], covered=true, coveredBranches={29}]
NodeCoverage [id=30, node[29,GOTO,line 960], covered=true, coveredBranches={35}]
NodeCoverage [id=31, node[35,ASTORE_3,line 961], covered=true, coveredBranches={36}]
NodeCoverage [id=32, node[36,ALOAD,line 963], covered=true, coveredBranches={37}]
NodeCoverage [id=33, node[37,ALOAD,line 963], covered=true, coveredBranches={38}]
NodeCoverage [id=35, node[39,ALOAD_2,line 963], covered=true, coveredBranches={40}]
NodeCoverage [id=37, node[41,ASTORE,line 963], covered=true, coveredBranches={42}]
NodeCoverage [id=38, node[42,ALOAD_1,line 964], covered=true, coveredBranches={43}]
NodeCoverage [id=39, node[43,ICONST_1,line 964], covered=true, coveredBranches={44}]
NodeCoverage [id=41, node[45,ASTORE_1,line 964], covered=true, coveredBranches={46}]
NodeCoverage [id=42, node[46,GOTO,line 964], covered=true, coveredBranches={19}]
NodeCoverage [id=43, node[30,ALOAD_3,line 960], covered=true, coveredBranches={31}]
NodeCoverage [id=44, node[31,ALOAD,line 960], covered=true, coveredBranches={32}]
NodeCoverage [id=46, node[33,ALOAD_2,line 960], covered=true, coveredBranches={34}]
NodeCoverage [id=48, node[47,ALOAD_3,line 966], covered=true, coveredBranches={48}]
NodeCoverage [id=50, node[49,CHECKCAST,line 966], covered=true, coveredBranches={50}]
NodeCoverage [id=51, node[50,ASTORE,line 966], covered=true, coveredBranches={51}]
NodeCoverage [id=56, node[62,IFEQ,line 970], decis={node[71,GETSTATIC,line 973],node[63,ALOAD_0,line 971]}, covered=true, coveredBranches={71,63}]"
org.jscience.mathematics.number.LargeInteger.times10pow.1139,1.0,"NodeCoverage [id=1, node[2,IFNE,line 1139], decis={node[5,ILOAD_1,line 1141],node[3,GETSTATIC,line 1140]}, covered=true, coveredBranches={3,5}]
NodeCoverage [id=4, node[6,IFLT,line 1141], decis={node[116,ILOAD_1,line 1160],node[7,ILOAD_1,line 1142]}, covered=true, coveredBranches={116,7}]
NodeCoverage [id=8, node[32,IF_ICMPLT,line 1145], decis={node[38,ILOAD_1,line 1145],node[33,GETSTATIC,line 1145]}, covered=true, coveredBranches={33,38}]
NodeCoverage [id=14, node[57,IFEQ,line 1148], decis={node[86,ILOAD_1,line 1154],node[58,ILOAD,line 1149]}, covered=true, coveredBranches={86,58}]
NodeCoverage [id=16, node[61,IF_ICMPLT,line 1149], decis={node[67,ILOAD,line 1149],node[62,GETSTATIC,line 1149]}, covered=true, coveredBranches={62,67}]
NodeCoverage [id=23, node[88,IF_ICMPGE,line 1154], decis={node[91,ILOAD_1,line 1154],node[89,ICONST_0,line 1154]}, covered=true, coveredBranches={91,89}]
NodeCoverage [id=31, node[121,IF_ICMPGE,line 1162], decis={node[124,ILOAD_1,line 1162],node[122,ICONST_0,line 1162]}, covered=true, coveredBranches={124,122}]
NodeCoverage [id=34, node[139,IF_ICMPGT,line 1164], decis={node[142,GETSTATIC,line 1166],node[140,GETSTATIC,line 1165]}, covered=true, coveredBranches={142,140}]
NodeCoverage [id=42, node[164,IFEQ,line 1169], decis={node[211,ALOAD,line 1177],node[165,ILOAD,line 1170]}, covered=true, coveredBranches={165,211}]
NodeCoverage [id=44, node[168,IF_ICMPLT,line 1170], decis={node[174,ILOAD,line 1170],node[169,GETSTATIC,line 1170]}, covered=true, coveredBranches={169,174}]
NodeCoverage [id=49, node[189,IFLE,line 1172], decis={node[206,ILOAD,line 1175],node[190,ALOAD,line 1172]}, covered=true, coveredBranches={190,206}]
NodeCoverage [id=51, node[199,IFNE,line 1172], decis={node[206,ILOAD,line 1175],node[200,ALOAD,line 1173]}, covered=true, coveredBranches={200,206}]
NodeCoverage [id=56, node[214,IFEQ,line 1177], decis={node[220,ICONST_0,line 1177],node[215,ALOAD,line 1177]}, covered=true, coveredBranches={215,220}]
NodeCoverage [id=58, node[217,IFEQ,line 1177], decis={node[220,ICONST_0,line 1177],node[218,ICONST_1,line 1177]}, covered=true, coveredBranches={220,218}]"
org.jscience.mathematics.number.LargeInteger.parse.1378,0.6333333333333333,"NodeCoverage [id=5, node[10,IFNE,line 1380], decis={node[16,ICONST_1,line 1380],node[11,ALOAD_2,line 1380]}, covered=true, coveredBranches={11,16}]
NodeCoverage [id=8, node[15,IFEQ,line 1380], decis={node[18,ICONST_0,line 1380],node[16,ICONST_1,line 1380]}, covered=true, coveredBranches={18}]
NodeCoverage [id=12, node[25,IF_ICMPGT,line 1382], decis={node[28,ILOAD_1,line 1382],node[26,BIPUSH,line 1382]}, covered=true, coveredBranches={26,28}]
NodeCoverage [id=25, node[56,IFNONNULL,line 1388], decis={node[61,ALOAD,line 1391],node[57,LLOAD,line 1389]}, covered=true, coveredBranches={57}]
NodeCoverage [id=32, node[121,IF_ICMPNE,line 1403], decis={node[123,ALOAD_0,line 1405],node[122,GOTO,line 1404]}, covered=true, coveredBranches={123,122}]
NodeCoverage [id=37, node[172,IFEQ,line 1413], decis={node[176,ALOAD,line 1413],node[173,ALOAD,line 1413]}, covered=true, coveredBranches={176}]
NodeCoverage [id=47, node[130,IF_ICMPGT,line 1406], decis={node[135,ILOAD,line 1406],node[131,ILOAD,line 1406]}, covered=true, coveredBranches={131,135}]
NodeCoverage [id=50, node[162,IFLT,line 1409], decis={node[168,ALOAD_2,line 1412],node[163,ILOAD,line 1409]}, covered=true, coveredBranches={168}]
NodeCoverage [id=52, node[165,IF_ICMPLT,line 1409], decis={node[167,GOTO,line 1411],node[166,GOTO,line 1410]}, covered=false, coveredBranches={}]
NodeCoverage [id=56, node[137,IF_ICMPGT,line 1406], decis={node[147,ILOAD,line 1406],node[138,ILOAD,line 1406]}, covered=true, coveredBranches={138,147}]
NodeCoverage [id=58, node[140,IF_ICMPLT,line 1406], decis={node[147,ILOAD,line 1406],node[141,ILOAD,line 1406]}, covered=true, coveredBranches={147}]
NodeCoverage [id=61, node[149,IF_ICMPGT,line 1406], decis={node[159,ICONST_M1,line 1406],node[150,ILOAD,line 1406]}, covered=true, coveredBranches={150}]
NodeCoverage [id=63, node[152,IF_ICMPLT,line 1406], decis={node[159,ICONST_M1,line 1406],node[153,ILOAD,line 1406]}, covered=true, coveredBranches={159}]
NodeCoverage [id=67, node[68,IF_ICMPGE,line 1391], decis={node[96,ILOAD_1,line 1398],node[69,GETSTATIC,line 1392]}, covered=false, coveredBranches={}]
NodeCoverage [id=81, node[30,IF_ICMPGT,line 1382], decis={node[33,BIPUSH,line 1382],node[31,BIPUSH,line 1382]}, covered=true, coveredBranches={31,33}]"
org.jscience.mathematics.number.Rational.normalize.413,0.16666666666666666,"NodeCoverage [id=2, node[3,IFNE,line 413], decis={node[45,NEW,line 427],node[4,ALOAD_0,line 414]}, covered=true, coveredBranches={45}]
NodeCoverage [id=5, node[7,IFEQ,line 414], decis={node[32,ALOAD_0,line 422],node[8,ALOAD_0,line 415]}, covered=false, coveredBranches={}]
NodeCoverage [id=10, node[17,IFNE,line 416], decis={node[30,ALOAD_0,line 420],node[18,ALOAD_0,line 417]}, covered=false, coveredBranches={}]"
org.jscience.mathematics.vector.Float64Matrix.valueOf.63,1.0,"NodeCoverage [id=4, node[16,IF_ICMPGE,line 66], decis={node[37,ALOAD_3,line 72],node[17,ALOAD_0,line 67]}, covered=true, coveredBranches={17,37}]
NodeCoverage [id=10, node[25,IF_ICMPEQ,line 68], decis={node[30,ALOAD_3,line 70],node[26,NEW,line 69]}, covered=true, coveredBranches={26,30}]"
org.jscience.mathematics.vector.Float64Matrix.valueOf.84,1.0,"NodeCoverage [id=6, node[16,IF_ICMPGE,line 86], decis={node[37,ALOAD_2,line 93],node[17,ALOAD_0,line 87]}, covered=true, coveredBranches={17,37}]
NodeCoverage [id=10, node[24,IF_ICMPEQ,line 88], decis={node[30,ALOAD_2,line 91],node[25,NEW,line 89]}, covered=true, coveredBranches={25,30}]"
org.jscience.mathematics.vector.Float64Matrix.valueOf.105,1.0,"NodeCoverage [id=12, node[20,IF_ICMPGE,line 108], decis={node[41,ALOAD_2,line 115],node[21,ALOAD_3,line 109]}, covered=true, coveredBranches={41,21}]
NodeCoverage [id=18, node[28,IF_ICMPEQ,line 110], decis={node[34,ALOAD_2,line 113],node[29,NEW,line 111]}, covered=true, coveredBranches={29,34}]"
org.jscience.mathematics.vector.Float64Matrix.cofactor.360,1.0,"NodeCoverage [id=1, node[2,IFEQ,line 360], decis={node[9,ALOAD_0,line 365],node[3,ILOAD_1,line 361]}, covered=true, coveredBranches={3,9}]
NodeCoverage [id=9, node[24,IF_ICMPGE,line 367], decis={node[70,ALOAD,line 379],node[25,ILOAD,line 368]}, covered=true, coveredBranches={70,25}]
NodeCoverage [id=11, node[27,IF_ICMPNE,line 368], decis={node[29,ALOAD_0,line 370],node[28,GOTO,line 369]}, covered=true, coveredBranches={29,28}]
NodeCoverage [id=22, node[53,IF_ICMPGE,line 373], decis={node[68,IINC,line 367],node[54,ILOAD,line 374]}, covered=true, coveredBranches={54,68}]
NodeCoverage [id=24, node[56,IF_ICMPNE,line 374], decis={node[58,ALOAD,line 376],node[57,GOTO,line 375]}, covered=true, coveredBranches={58,57}]"
org.jscience.mathematics.vector.SparseVector.valueOf.145,1.0,"NodeCoverage [id=1, node[2,IFEQ,line 145], decis={node[9,ALOAD_0,line 147],node[3,ALOAD_0,line 146]}, covered=true, coveredBranches={9,3}]
NodeCoverage [id=11, node[20,IF_ICMPGE,line 149], decis={node[39,ALOAD,line 155],node[21,ALOAD_0,line 150]}, covered=true, coveredBranches={21,39}]
NodeCoverage [id=16, node[29,IFNE,line 151], decis={node[37,IINC,line 149],node[30,ALOAD,line 152]}, covered=true, coveredBranches={30,37}]"
org.jscience.mathematics.vector.SparseVector.valueOf.159,1.0,"NodeCoverage [id=10, node[18,IF_ACMPEQ,line 161], decis={node[34,ALOAD_3,line 166],node[19,ALOAD_2,line 162]}, covered=true, coveredBranches={19,34}]
NodeCoverage [id=15, node[24,IFNE,line 162], decis={node[13,ALOAD,line 161],node[25,ALOAD_3,line 163]}, covered=true, coveredBranches={13,25}]"
org.jscience.mathematics.vector.SparseVector.plus.209,1.0,"NodeCoverage [id=1, node[4,IF_ICMPEQ,line 209], decis={node[9,ALOAD_0,line 210],node[5,NEW,line 209]}, covered=true, coveredBranches={5,9}]
NodeCoverage [id=17, node[33,IF_ACMPEQ,line 213], decis={node[63,ALOAD_2,line 222],node[34,ALOAD_3,line 214]}, covered=true, coveredBranches={63,34}]
NodeCoverage [id=23, node[44,IFNONNULL,line 216], decis={node[53,ALOAD,line 219],node[45,ALOAD_2,line 217]}, covered=true, coveredBranches={45,53}]"
org.jscience.mathematics.vector.LUDecomposition.construct.121,0.95,"NodeCoverage [id=1, node[3,IFEQ,line 121], decis={node[8,ALOAD_1,line 121],node[4,ALOAD_1,line 121]}, covered=true, coveredBranches={4,8}]
NodeCoverage [id=9, node[19,IF_ICMPGE,line 124], decis={node[28,INVOKESTATIC,line 129],node[20,ALOAD_0,line 125]}, covered=true, coveredBranches={28,20}]
NodeCoverage [id=17, node[38,IF_ICMPGE,line 131], decis={node[193,RETURN,line 168],node[39,ALOAD_2,line 133]}, covered=true, coveredBranches={193,39}]
NodeCoverage [id=19, node[40,IFNULL,line 133], decis={node[128,ALOAD_0,line 157],node[41,ILOAD,line 137]}, covered=true, coveredBranches={41}]
NodeCoverage [id=22, node[49,IF_ICMPGE,line 138], decis={node[67,ILOAD,line 143],node[50,ALOAD_2,line 139]}, covered=true, coveredBranches={67,50}]
NodeCoverage [id=28, node[62,IFLE,line 139], decis={node[65,IINC,line 138],node[63,ILOAD,line 140]}, covered=true, coveredBranches={63,65}]
NodeCoverage [id=32, node[69,IF_ICMPEQ,line 143], decis={node[128,ALOAD_0,line 157],node[70,ICONST_0,line 144]}, covered=true, coveredBranches={128,70}]
NodeCoverage [id=35, node[74,IF_ICMPGE,line 144], decis={node[99,ALOAD_0,line 149],node[75,ALOAD_0,line 145]}, covered=true, coveredBranches={99,75}]
NodeCoverage [id=60, node[142,IF_ICMPGE,line 158], decis={node[191,IINC,line 131],node[143,ALOAD_0,line 161]}, covered=true, coveredBranches={191,143}]
NodeCoverage [id=69, node[162,IF_ICMPGE,line 162], decis={node[189,IINC,line 158],node[163,ALOAD_0,line 163]}, covered=true, coveredBranches={163,189}]"
org.jscience.mathematics.vector.SparseMatrix.valueOf.107,1.0,"NodeCoverage [id=4, node[22,IF_ICMPGE,line 110], decis={node[53,ALOAD_3,line 120],node[23,ALOAD_0,line 111]}, covered=true, coveredBranches={53,23}]
NodeCoverage [id=6, node[30,IF_ICMPEQ,line 112], decis={node[36,ALOAD_2,line 115],node[31,NEW,line 113]}, covered=true, coveredBranches={36,31}]
NodeCoverage [id=12, node[40,IFNE,line 115], decis={node[46,ALOAD_3,line 118],node[41,NEW,line 116]}, covered=true, coveredBranches={41,46}]"
org.jscience.mathematics.vector.SparseMatrix.valueOf.133,0.8333333333333334,"NodeCoverage [id=12, node[27,IF_ICMPGE,line 137], decis={node[58,ALOAD_3,line 147],node[28,ALOAD,line 138]}, covered=true, coveredBranches={58,28}]
NodeCoverage [id=18, node[35,IF_ICMPEQ,line 139], decis={node[41,ALOAD_2,line 142],node[36,NEW,line 140]}, covered=true, coveredBranches={41}]
NodeCoverage [id=24, node[45,IFNE,line 142], decis={node[51,ALOAD_3,line 145],node[46,NEW,line 143]}, covered=true, coveredBranches={46,51}]"
org.jscience.mathematics.vector.SparseMatrix.getRow.213,0.7,"NodeCoverage [id=1, node[2,IFNE,line 213], decis={node[9,ALOAD_0,line 216],node[3,ALOAD_0,line 214]}, covered=true, coveredBranches={9,3}]
NodeCoverage [id=8, node[17,IFLT,line 218], decis={node[21,NEW,line 219],node[18,ILOAD_1,line 218]}, covered=true, coveredBranches={21,18}]
NodeCoverage [id=10, node[20,IF_ICMPLT,line 218], decis={node[25,ILOAD_2,line 220],node[21,NEW,line 219]}, covered=true, coveredBranches={21,25}]
NodeCoverage [id=18, node[34,IF_ICMPGE,line 221], decis={node[59,ALOAD,line 228],node[35,ALOAD_0,line 222]}, covered=true, coveredBranches={59}]
NodeCoverage [id=25, node[49,IFNULL,line 224], decis={node[57,IINC,line 221],node[50,ALOAD,line 225]}, covered=false, coveredBranches={}]"
